Matriz,Zona ,Lugar de Muestreo,Punto de Monitoreo,Barrido,Fecha,Hora,Altitud(msnm),latitud,longitud,Caudal (L/s),pH,Temperatura Ambiente (°C),Temperatura Muestra (°C),Oxígeno disueltomg O2/L,DQOmg O2/L,DBO5mg O2/L,Conductividad(25 °C)µs/cm,Fósforo Totalmg P/L,Nitrógeno Totalmg N/L,Nitrógeno Total Kjeldahlmg N/L,Nitratosmg NO3  N/L,Nitritosmg NO2  N/L,Grasas y Aceitesmg/L,Sólidos suspendidos Totales mg/L,Sólidos suspendidos volátiles mg/L,Sólidos Totalesmg/L,Turbidez NTU,Fenolesmg Fenol/L,Cromomg Cr /L,Cianuro mg CN/L,Mercuriomg Hg/L,Sulfurosmg S2/L ,Coliformes TotalesNMP/100 mL,Coliformes FecalesNMP/100 mL,ÍNDICE DE CALIDAD DE AGUA ICA,Tramo Acuerdo 39 de 2015,Longitud del tramo (Km)
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,09/01/2016 12:00:00 AM,2016-09-13T00:00:00,,1026,"  6°59'23.24""N"," 73° 2'26.97""W",1212,7.35,17.6,17.5,7.74,<15,3.2,104.2,"<0,05","<1,10",-,0.24,0.007,"<6,3",14.8,<10,94,7.22,-,-,-,-,-,9200,490,0.85,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,09/01/2016 12:00:00 AM,2016-09-13T00:00:00,,911,"  6°58'5.63""N"," 73° 3'37.30""W",1368,7.43,20.1,17.4,7.45,<15,4.1,109.3,0.1,3.2,-,0.27,0.02,"<6,3",13,<10,96,6.89,-,-,-,-,-,170000,24000,0.77,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06A,09/01/2016 12:00:00 AM,2016-09-13T00:00:00,,868,"  6°58'17.31""N"," 73° 5'29.10""W",1778,7.71,20,20.2,2.45,185.0,85.7,303,2.4,16.9,-,0.19,0.04,11.7,92,67.8,200,31,-,-,-,-,-,170000,92000,0.37,RO-P-06_RO-P-06A,4.053
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,09/01/2016 12:00:00 AM,2016-09-13T00:00:00,,733,"  7° 1'41.00""N"," 73° 9'54.08""W",2334,7.25,29.4,23.7,6.76,<15,6.6,212.2,0.5,4.01,-,1.28,0.725,<6.3,26.8,<10,178,9.31,-,-,-,-,-,160000,5400,0.64,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,09/01/2016 12:00:00 AM,2016-09-13T00:00:00,,719,"  7° 2'55.60""N"," 73°10'4.04""W",2213,7.23,31.2,23.9,5.68,18.3,8.7,216.4,0.5,5.02,-,1.48,0.8,<6.3,27.8,<10,194,7.24,-,-,-,-,-,70000,3600,0.65,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,09/01/2016 12:00:00 AM,2016-09-13T00:00:00,,653,"  7° 5'52.72""N"," 73°10'20.48""W",3872,7.48,31.3,28.6,0.69,161.0,76.2,519,3.7,23.8,-,0.15,0.025,12.9,120,75.0,352,27,-,-,-,-,-,540000,210000,0.33,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,09/01/2016 12:00:00 AM,2016-09-13T00:00:00,,653,"  7° 7'31.56""N"," 73° 9'39.31""W",4674,7.41,28.9,30.4,1.37,145.0,60.8,539,3.6,22.4,-,0.19,0.144,<6.3,182,70.3,424,75.3,-,-,-,-,-,380000,170000,0.32,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,09/01/2016 12:00:00 AM,2016-09-13T00:00:00,,615,"  7° 9'57.14""N"," 73° 8'38.93""W",4842,7.57,32.1,28.5,3.14,61.6,22.4,546,2.8,19.8,-,0.23,0.176,<6.3,104,69.3,356,31.8,-,-,-,-,-,920000,220000,0.41,RO-B-02_RO-B-01,5.286
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,975,"  7° 4'4.58""N"," 73° 4'29.57""W",135,7,17.5,18.4,7.64,<15,3.8,78.6,<0.05,<1.10,<1.0,0.49,0.005,<6.3,<10,<10,88,4.18,-,-,-,-,-,24000,2000,0.79,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,786,"  7° 3'53.50""N"," 73° 7'10.95""W",131,7.96,17.4,23.7,7.55,<15,3,120.4,0.1,<1.10,<1.0,0.84,0.069,<6.3,<10,<10,90,5.76,-,-,-,-,-,17000,4500,0.75,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,764,"  7° 3'54.12""N"," 73° 7'31.19""W",139,7.86,20.2,24.9,7.55,<15,6.8,185.3,0.3,3.03,1.7,1.09,0.26,<6.3,<10,<10,130,5.1,-,-,-,-,-,280000,58000,0.68,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-02A,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,764,"  7° 3'33.17""N"," 73° 9'7.94""W",2291,7.72,23.7,28,0.98,253.0,117,743,6.2,44.8,44.8,<0.1,0.021,23.5,132,35.3,378,59.7,-,-,-,-,-,3100000,2000000,0.33,RF-F-02_RF-G-02A /  RF-G-02A_RF-G-01,6.219
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,701,"  7° 3'53.70""N"," 73° 9'54.01""W",1995,7.68,23.9,28.4,0.69,228.0,106,727,5.6,41.8,41.8,<0.1,0.017,8.1,156,27.8,514,83.9,-,-,-,-,-,2300000,1700000,0.31,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,779,"  7° 3'54.54""N"," 73° 7'10.46""W",39,7.95,28.6,21.3,7.45,17.2,7.1,201.4,0.2,<1.10,<1.0,0.89,0.027,<6.3,47,<10,200,38.4,-,-,-,-,-,21000,2000,0.65,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,819," 7° 3'28.82""N"," 73° 6'18.48""W",175,7.73,30.4,23.2,5.29,54.9,19.8,328,0.6,8.44,7.8,0.49,0.106,<6.3,134,<10,330,116,-,-,-,-,-,2200000,1700000,0.5,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,913,"  7° 5'5.92""N"," 73° 5'2.73""W",156,7.59,28.5,23.4,5.98,30.3,11.5,222,0.4,4.64,2.7,1.2,0.7,<6.3,87.5,<10,230,87.1,-,-,-,-,-,540000,7800,0.57,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,897,"  7° 3'25.31""N"," 73° 4'58.74""W",69,7.7,18.4,24.5,5.39,26.2,9.9,319,0.8,3.33,1.5,1.3,0.525,<6.3,<10,<10,216,2.91,-,-,-,-,-,11000,4500,0.5,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",5.064,7.87,23.7,21.2,7.45,67.2,19.7,420,0.9,4.65,1.2,2.97,0.51,<6.3,27,<10,350,11.3,-,-,-,-,-,350000,17000,0.52,QLF-B-01,1.893
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,11/01/2016 12:00:00 AM,2016-11-16T00:00:00,,733,"  7° 1'41.00""N"," 73° 9'54.08""W",8828,7.39,23.5,23.5,5.9,26.1,5.3,129,0.3,2.51,1.5,0.84,0.156,<6.3,63,<10,142,67.4,-,-,-,-,-,16000,2400,0.6,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,947,"  7° 6'18.14""N"," 73° 6'18.88""W",21.7,7.01,24.9,22.1,3.72,<15,7.2,333,0.7,4.29,2.2,1.54,0.57,<6.3,<10,<10,260,2.73,-,-,-,-,-,160000,35000,0.55,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,846,"  7° 5'35.55""N"," 73° 7'9.84""W",0.12,7.43,28,24.3,2.35,59.8,15.5,489,0.6,17.9,17.6,0.15,0.15,<6.3,20,<10,316,9.27,-,-,-,-,-,1800000,93000,0.49,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,827," 7° 5'30.18""N"," 73° 7'18.08""W",0.133,7.34,28.4,25.5,7.74,25.4,8.5,343,0.9,4.36,3.3,0.7,0.365,<6.3,14,<10,254,4.31,-,-,-,-,-,860000,45000,0.54,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Guacamaya,QG-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,845,"  7° 5'33.63""N"," 73° 7'23.76""W",4.262,7.52,21.3,23.5,2.74,103.0,32.1,510,2.4,12.7,12.7,<0.1,0.048,<6.3,30,<10,362,8.96,-,-,-,-,-,280000,170000,0.41,QG-B-01,0.083
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,743,"  7° 4'58.93""N"," 73° 9'8.89""W",120.7,7.8,23.2,25.4,1.57,151.0,52.9,869,4.8,40,39.9,0.1,0.049,<6.3,64,10.7,534,16.8,-,-,-,-,-,350000,110000,0.37,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,758,"  7° 4'58.23""N"," 73° 9'9.33""W",0.17,8.45,23.4,26.5,0,1831.0,652,10000,6.8,572,572.0,0.42,<0.005,8.4,62,29.0,4874,88.2,-,-,-,0.18,-,3500000,1700000,0.37,QC-B-01,0.02
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-G-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,710,"  7° 4'45.36""N"," 73°10'11.15""W",208.9,7.52,24.5,27.6,1.37,163.0,59,603,2.9,23.5,23.4,0.13,0.024,9.1,110,21.5,448,50.5,-,-,-,<0.05,-,920000,170000,0.35,QLI-B-02_QLI-G-01,2.296
Red Calidad Agua,Escarpa,Quebrada Chimitá,QCA-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,689,"  7° 5'47.94""N"," 73° 9'56.19""W",811,8.12,21.2,24.4,3.23,270.0,118,907,8.2,56.8,56.5,0.27,0.03,12.4,1007,255.0,1158,256,-,-,-,-,-,400000,210000,0.28,QCA-B-01,0.778
Red Calidad Agua,Escarpa,Quebrada Cuyamita,QCY-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,673,"  7° 6'38.29""N"," 73° 9'39.13""W",180,7.82,22.1,26.1,0.39,235.0,99.5,842,5.9,42.8,42.6,0.19,0.035,32.3,280,208.0,752,142,-,-,-,-,-,540000,220000,0.25,QCY-B-01,1.089
Red Calidad Agua,Escarpa,Quebrada Argelia,QA-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,669,"  7° 7'52.72""N"," 73° 9'18.44""W",96,7.71,24.3,25.6,4.61,43.6,11.5,654,2.8,24.1,19.7,2.78,1.66,<6.3,15.5,14.8,202,5.27,-,-,-,-,-,160000,24000,0.47,QA-B-01,0.266
Red Calidad Agua,Escarpa,Quebrada Las Navas,QLN-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,650,"  7° 8'15.31""N"," 73° 9'11.20""W",100,8.01,25.5,25.6,3.53,265.0,114,1090,5.3,47.8,46.8,0.42,0.59,<6.3,46,15.7,264,9.47,-,-,-,-,-,350000,210000,0.42,QLN-B-01,0.24
Red Calidad Agua,Escarpa,Quebrada Chapinero,QCH-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,657,"  7° 8'32.04""N"," 73° 9'5.63""W",106,7.84,23.5,26.5,4.21,176.0,70.3,912,3.9,31.7,31.7,<0.1,0.03,<6.3,68.7,30.0,512,14.5,-,-,-,-,-,920000,170000,0.43,QCH-B-01,0.548
Red Calidad Agua,Escarpa,Quebrada La Picha,QLP-B-01,09/01/2016 12:00:00 AM,2016-09-18T00:00:00,,659,"  7° 8'55.76""N"," 73° 8'56.34""W",15,7.55,25.4,27.9,1.08,256.0,118,856,5.4,32.9,32.7,0.19,0.016,19.7,659,39.0,1028,84.4,-,-,-,-,-,930000,200000,0.24,QLP-B-01,0.188
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-02,09/01/2016 12:00:00 AM,2016-09-14T00:00:00,,658,"  7° 9'28.88""N"," 73° 7'45.38""W",384,7.29,26.5,24.1,4.7,48.6,15.2,353,1.4,10.1,9.8,0.17,0.139,<6.3,38.1,<10,258,27,-,-,0.034,<0.0005,-,230000,170000,0.46,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Río Suratá,RSA-B-01,09/01/2016 12:00:00 AM,2016-09-14T00:00:00,,617,"  7° 9'58.10""N"," 73° 8'35.70""W",2984,7.67,27.6,24.2,6.86,20.7,8.8,296,0.7,4,3.6,0.2,0.158,<6.3,95,44.3,288,46.2,-,-,0.046,<0.0005,-,350000,9400,0.55,RSA-B-02_RSA-B-01,2.28
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Las Nieves,QN-G-01,09/01/2016 12:00:00 AM,2016-09-14T00:00:00,,713,"  7° 3'58.97""N"," 73°10'3.13""W",0.456,8.54,24.4,28,7.74,<15,6.3,504,0.6,4.3,1.6,2.64,0.047,<6.3,38,28.8,206,14.1,-,-,-,-,-,160000,17000,0.57,QN-G-01,0.053
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada La Palmira,QP-P-01,09/01/2016 12:00:00 AM,2016-09-14T00:00:00,,997,"  6°59'26.21""N"," 73° 3'34.26""W",17.6,7.18,25.3,24.7,4.51,<15,8,436,1.0,7,6.4,0.35,0.25,<6.3,<10,<10,292,2.84,-,-,-,-,-,240000,15000,0.57,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río Suratá y otras corrientes,Quebrada Soratoque,QSO-P-01,09/01/2016 12:00:00 AM,2016-09-14T00:00:00,,987,"  6°59'27.90""N"," 73° 3'26.87""W",19,7.7,27.8,25.2,4.41,18.3,8.7,563,1.1,5.79,4.9,0.57,0.29,<6.3,11.8,<10,346,2.16,-,-,-,-,-,160000,3800,0.57,QSO-P-01 _QP-P-01,0.34
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-07,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,1026,"  6°59'23.24""N"," 73° 2'26.97""W",2883,7.63,18.2,17,5.29,<15,"<2,0",91.9,0.1,"<1,10","<1,0",0.18,"<0,005","<6,3",74,13.2,110,20.1,-,-,-,-,-,2200,2000,0.68,RO-P-07_RO-P-06,3.977
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,911,"  6°58'5.63""N"," 73° 3'37.30""W",2317,7.2,21.3,18.5,5.59,<15,2,99.8,0.1,"<1,10","<1,0",0.18,0.008,"<6,3",70.4,26.5,120,23.7,-,-,-,-,-,240000,120000,0.65,RO-P-07_RO-P-06 / RO-P-06_RO-P-06A,8.03
Red Calidad Agua,Río de Oro,Río de Oro,RO-P-06A,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,868,"  6°58'17.31""N"," 73° 5'29.10""W",3354,7.3,24.4,20.4,3.53,95.1,41.1,214.1,1.2,7.77,7.7,<0.1,<0.005,<6.3,74,29.3,182,36.8,-,-,-,-,-,280000,70000,0.44,RO-P-06_RO-P-06A,4.053
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-05,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,733,"  7° 1'41.00""N"," 73° 9'54.08""W",5725,7.62,28.1,24.2,5.1,15.4,6.4,159.3,0.4,3.78,2.4,1.04,0.33,<6.3,76.6,42.8,160,35.2,-,-,-,-,-,1200000,83000,0.62,RO-G-05_RO-G-04,3.127
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-04,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,719,"  7° 2'55.60""N"," 73°10'4.04""W",6363,7.25,38.8,26.1,4.02,<15,6.1,163.1,0.4,2.65,1.5,0.75,0.395,<6.3,27.5,23.5,114,16.9,-,-,-,-,-,210000,27000,0.62,RO-G-05_RO-G-04 / RO-G-04_RO-G-03,10.026
Red Calidad Agua,Río de Oro,Río de Oro,RO-G-03,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,653,"  7° 5'52.72""N"," 73°10'20.48""W",7170,7.24,29.4,28.7,0.59,151.0,66.8,1145,2.6,15.9,15.9,<0.1,0.006,12.7,128,38.0,654,36.8,-,-,-,-,-,430000,14000,0.32,RO-G-04_RO-G-03 / RO-G-03_RO-B-02 ,10.783999999999999
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-02,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,653,"  7° 7'31.56""N"," 73° 9'39.31""W",16862,7.28,28.3,28,1.08,98.3,43.6,425,1.7,15.9,15.8,0.11,0.021,<6.3,204,50.0,312,31.2,-,-,-,-,-,170000,9800,0.3,RO-G-03_RO-B-02 / RO-B-02_RO-B-01 ,9.171
Red Calidad Agua,Río de Oro,Río de Oro,RO-B-01,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,615,"  7° 9'57.14""N"," 73° 8'38.93""W",5910,7.21,25.9,26.9,2.65,65.0,28.7,452,1.7,15.6,15.0,0.32,0.248,<6.3,112,45.8,332,30.8,-,-,-,-,-,920000,350000,0.39,RO-B-02_RO-B-01,5.286
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-04,10/01/2016 12:00:00 AM,31/10/2016,,975,"  7° 4'4.58""N"," 73° 4'29.57""W",351,7.22,20.5,19.3,7.55,<15,<2.0,74.3,0.1,<1.10,<1.0,0.56,0.005,<6.3,17.5,<10,418,11.2,-,-,-,-,-,17000,450,0.87,RF-F-04_RF-F-03,5.794
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-03,10/01/2016 12:00:00 AM,31/10/2016,,786,"  7° 3'53.50""N"," 73° 7'10.95""W",1201,7.56,30.5,23.3,6.08,55.5,7.6,112.6,0.7,2.73,2.1,0.57,0.087,<6.3,308,63.0,372,240,-,-,-,-,-,540000,170000,0.45,RF-F-04_RF-F-03 / RF-F-03_RF-F-02,6.763
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-F-02,10/01/2016 12:00:00 AM,31/10/2016,,764,"  7° 3'54.12""N"," 73° 7'31.19""W",1833,7.43,21.4,21.5,6.76,<15,4.3,129.3,0.3,2.46,1.7,0.7,0.082,<6.3,147,44.0,270,112,-,-,-,-,-,160000,24000,0.63,RF-F-03_RF-F-02 / RF-F-02_RF-G-02A ,4.58
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-02A,10/01/2016 12:00:00 AM,31/10/2016,,764,"  7° 3'33.17""N"," 73° 9'7.94""W",5225,7.51,28.7,24.8,2.84,129.0,49.4,487,3.9,30.8,30.4,0.36,0.095,9.5,175,76.3,388,108,-,-,-,-,-,220000,11000,0.35,RF-F-02_RF-G-02A /  RF-G-02A_RF-G-01,6.219
Red Calidad Agua,Río Frío y Afluentes,Río Frío,RF-G-01,10/01/2016 12:00:00 AM,31/10/2016,,701,"  7° 3'53.70""N"," 73° 9'54.01""W",5904,7.56,27,26.6,2.65,115.0,42.4,474,3.8,24.8,24.5,0.25,0.071,9.1,153,64.0,378,105,-,-,-,-,-,92000,35000,0.36,RF-G-02A_RF-G-01,2.608
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-01,10/01/2016 12:00:00 AM,31/10/2016,,779,"  7° 3'54.54""N"," 73° 7'10.46""W",87,7.66,25.3,24.9,5.49,17.1,7.4,315,0.5,2.43,1.6,0.65,0.21,<6.3,<10,<10,186,2.2,-,-,-,-,-,350000,25000,0.56,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-01,10/01/2016 12:00:00 AM,31/10/2016,,819," 7° 3'28.82""N"," 73° 6'18.48""W",179,7.58,24.6,23.9,6.27,<15,4.7,284,0.5,3.44,2.3,0.61,0.54,<6.3,<10,<10,152,6.9,-,-,-,-,-,350000,24000,0.6,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Aranzoque,QAZ-F-02,10/01/2016 12:00:00 AM,31/10/2016,,913,"  7° 5'5.92""N"," 73° 5'2.73""W",159,7.48,26.2,23.3,4.99,<15,4.4,526,0.6,<1.10,<1.0,0.45,0.092,<6.3,26,<10,116,5.27,-,-,-,-,-,540000,220000,0.54,QAZ-F-02_QAZ-F-01,3.484
Red Calidad Agua,Río Frío y Afluentes,Quebrada Zapamanga,QZA-F-02,10/01/2016 12:00:00 AM,31/10/2016,,897,"  7° 3'25.31""N"," 73° 4'58.74""W",75,7.75,20.5,20.6,6.37,18.8,2.2,182.5,0.1,<1.10,<1.0,0.94,0.137,<6.3,<10,<10,130,5.89,-,-,-,-,-,920000,35000,0.65,QZA-F-02_QZA-F-01,6.021
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Flora,QLF-B-01,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,1009,"  7° 7'9.27""N"," 73° 6'17.28""W",50,7.43,22.1,20.7,4.41,172.0,26,144.3,0.3,3.81,3.7,0.12,<0.005,<6.3,797,154.0,858,493,-,-,-,-,-,340000,59000,0.42,QLF-B-01,1.893
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Cascada,QLC-B-01,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,947,"  7° 6'18.14""N"," 73° 6'18.88""W",32,7.67,22.4,22.5,4.99,<15,6.4,390,0.9,5.81,4.2,1.03,0.585,<6.3,<10,<10,236,2.59,-,-,-,-,-,140000,6800,0.57,QLC-B-01,0.402
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-03,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,846,"  7° 5'35.55""N"," 73° 7'9.84""W",0.459,7.68,26.6,26.3,4.9,17.9,7.6,260,0.5,4.54,4.1,0.21,0.195,<6.3,30,15.5,184,20.4,-,-,-,-,-,1600000,94000,0.58,QLI-B-03 /  QLI-B-03_QLI-B-02,6.556000000000001
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Macho,QM-B-01,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,827," 7° 5'30.18""N"," 73° 7'18.08""W",1.583,7.67,27.2,25.3,3.53,47.9,12.6,256,0.4,<1.10,<1.0,0.47,0.171,<6.3,<10,<10,164,2.02,-,-,-,-,-,700000,92000,0.44,QMB-B-01,0.158
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada la Guacamaya,QG-B-01,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,845,"  7° 5'33.63""N"," 73° 7'23.76""W",3.724,7.43,25.8,24.7,0.98,65.8,24.8,448,1.9,10.1,10.1,0.1,0.005,<6.3,16.2,<10,238,7.98,-,-,-,-,-,350000,58000,0.4,QG-B-01,0.083
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-B-02,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,743,"  7° 4'58.93""N"," 73° 9'8.89""W",44,8.13,29.4,24.2,5.68,38.2,9.8,569,1.5,16.3,15.9,0.16,0.204,<6.3,<10,<10,344,4.9,-,-,-,-,-,540000,210000,0.56,QLI-B-03_QLI-B-02 /  QLI-B-02_QLI-G-01,6.853
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada el Carrasco,QC-B-01,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,758,"  7° 4'58.23""N"," 73° 9'9.33""W",0.779,8.44,27.8,25.4,0,1252.0,489,5910,5.4,384,384.0,0.21,0.013,<6.3,500,90.0,3350,193,0.1,-,-,-,-,920000,170000,0.25,QC-B-01,0.02
Red Calidad Agua,Quebrada La Iglesia y Afluentes,Quebrada La Iglesia,QLI-G-01,10/01/2016 12:00:00 AM,2016-10-27T00:00:00,,710,"  7° 4'45.36""N"," 73°10'11.15""W",207,7.58,27.6,26,2.25,102.0,51.4,484,1.5,19.9,19.9,<0.1,<0.005,<6.3,21.3,<10,286,10.3,<0.02,-,-,-,-,920000,430000,0.44,QLI-B-02_QLI-G-01,2.296
Red Calidad Agua,Escarpa,Quebrada Chimitá,QCA-B-01,10/01/2016 12:00:00 AM,2016-10-28T00:00:00,,689,"  7° 5'47.94""N"," 73° 9'56.19""W",560.4,8.02,29.2,28.3,2.74,259.0,114,814,6.3,52,51.7,0.23,0.043,<6.3,1825,58.8,2080,1650,-,-,-,-,-,840000,250000,0.28,QCA-B-01,0.778
Red Calidad Agua,Escarpa,Quebrada Cuyamita,QCY-B-01,10/01/2016 12:00:00 AM,2016-10-28T00:00:00,,673,"  7° 6'38.29""N"," 73° 9'39.13""W",16,7.81,22.3,24.6,4.61,60.9,18,499,2.2,15.3,14.6,0.59,0.16,<6.3,226,18.0,433,229,-,-,-,-,-,350000,170000,0.38,QCY-B-01,1.089
Red Calidad Agua,Escarpa,Quebrada Argelia,QA-B-01,10/01/2016 12:00:00 AM,2016-10-28T00:00:00,,669,"  7° 7'52.72""N"," 73° 9'18.44""W",13,8.03,31.2,24.5,4.51,38.2,8.8,721,1.4,23.2,21.1,1.18,0.905,<6.3,18,12.0,336,15.8,-,-,-,-,-,920000,140000,0.57,QA-B-01,0.266
Red Calidad Agua,Escarpa,Quebrada Las Navas,QLN-B-01,10/01/2016 12:00:00 AM,2016-10-28T00:00:00,,650,"  7° 8'15.31""N"," 73° 9'11.20""W",217,7.61,28.4,25.1,6.17,<15,6.7,187.4,0.8,5.62,2.7,2.28,0.6,<6.3,<10,<10,116,5.27,-,-,-,-,-,210000,150000,0.65,QLN-B-01,0.24
